sale_id,sale_date,perfume_id,perfume_name,brand,category,price,supplier_id,stock_quantity,reorder_level,last_restock_date,supplier_name,country,contact_email
545,2024-03-03,53,Gypsy Water,Byredo,Eau de Parfum,180,5,240,10,2024-03-06,Puig,Spain,info@puig.com
546,2024-03-03,81,Fahrenheit,Dior,Eau de Toilette,130,11,139,8,2024-02-23,Christian Dior Official,USA,info@dior-official.com
547,2024-03-03,46,Explorer,Montblanc,Eau de Parfum,120,21,672,6,2024-05-26,Montblanc Official,Germany,info@montblanc-official.com
548,2024-03-03,65,Miss Dior,Dior,Eau de Parfum,150,11,908,2,2024-05-26,Christian Dior Official,USA,info@dior-official.com
549,2024-03-03,20,Daisy,Marc Jacobs,Eau de Toilette,110,28,190,7,2024-01-29,Coty Inc.,USA,info@coty.com
550,2024-03-03,49,Bentley for Men Intense,Bentley,Eau de Parfum,130,32,157,10,2024-03-13,Lalique Group SA,Switzerland,info@lalique-group.com
551,2024-03-03,92,Terre d’Hermes,Hermes,Eau de Toilette,150,9,160,9,2024-03-20,Hermes International,France,info@hermes-international.com
552,2024-03-03,80,Polo Blue,Ralph Lauren,Eau de Toilette,120,24,249,12,2024-02-19,Ralph Lauren Official,USA,info@ralphlauren-official.com
553,2024-03-03,14,Philosykos,Diptyque,Eau de Parfum,130,4,128,10,2024-04-02,Manzanita Capital,UK,info@manzanitacapital.com
554,2024-03-03,4,The One for Men,Dolce & Gabbana,Eau de Parfum,130,27,546,6,2024-01-11,Shiseido Group,Japan,info@shiseido-group.com
555,2024-03-03,31,Artisan,John Varvatos,Eau de Toilette,120,30,273,8,2024-03-05,Revlon Inc.,USA,info@revlon.com
556,2024-03-03,79,Gypsy Water,Byredo,Eau de Parfum,180,5,666,4,2024-05-05,Puig,Spain,info@puig.com
557,2024-03-03,8,1 Million,Paco Rabanne,Eau de Toilette,120,15,242,10,2024-01-14,Paco Rabanne Official,USA,info@pacorabanne-official.com
558,2024-03-03,14,Philosykos,Diptyque,Eau de Parfum,130,4,128,10,2024-04-02,Manzanita Capital,UK,info@manzanitacapital.com
559,2024-03-03,75,Neroli Portofino,Tom Ford,Eau de Parfum,250,6,399,8,2024-03-13,Tom Ford Beauty Official,USA,info@tomford-official.com
560,2024-03-04,39,Philosykos,Diptyque,Eau de Parfum,130,4,13,15,2024-02-19,Manzanita Capital,UK,info@manzanitacapital.com
561,2024-03-04,51,Y,Yves Saint Laurent,Eau de Parfum,150,13,79,17,2024-05-31,YSL Beauty Official,USA,info@ysl-official.com
562,2024-03-04,60,Donna Born in Roma,Valentino,Eau de Parfum,138,7,877,2,2024-03-10,L’Oreal Luxe,France,info@lorealluxe.com
563,2024-03-04,41,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,177,11,2024-04-01,Coty Inc.,USA,info@coty.com
564,2024-03-04,69,Chloe Eau de Parfum,Chloe,Eau de Parfum,150,28,68,20,2024-03-14,Coty Inc.,USA,info@coty.com
565,2024-03-04,88,Blanc,Lacoste,Eau de Toilette,100,34,116,8,2024-03-23,Inter Parfums SA,France,info@interparfums-fr.com
566,2024-03-04,97,My Way,Giorgio Armani,Eau de Parfum,135,12,52,18,2024-05-04,Giorgio Armani Beauty Official,USA,info@armani-official.com
567,2024-03-04,6,L’Eau d’Issey Pour Homme,Issey Miyake,Eau de Toilette,110,26,254,13,2024-01-28,"Shiseido Company, Ltd.",Japan,info@shiseido-comp.com
568,2024-03-04,14,Philosykos,Diptyque,Eau de Parfum,130,4,128,10,2024-04-02,Manzanita Capital,UK,info@manzanitacapital.com
569,2024-03-04,36,Boss Bottled,Hugo Boss,Eau de Toilette,120,25,570,4,2024-01-13,Hugo Boss Official,Germany,info@hugoboss-official.com
570,2024-03-04,25,Acqua di Gio,Giorgio Armani,Eau de Toilette,130,12,166,12,2024-04-18,Giorgio Armani Beauty Official,USA,info@armani-official.com
571,2024-03-04,23,Peony & Blush Suede,Jo Malone,Cologne,155,3,84,16,2024-04-25,Estee Lauder Companies,USA,info@esteelauder-companies.com
572,2024-03-04,8,1 Million,Paco Rabanne,Eau de Toilette,120,15,242,10,2024-01-14,Paco Rabanne Official,USA,info@pacorabanne-official.com
573,2024-03-04,41,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,177,11,2024-04-01,Coty Inc.,USA,info@coty.com
574,2024-03-05,67,Man in Black,Bvlgari,Eau de Parfum,140,2,331,9,2024-05-18,LVMH Group,France,info@lvmn.com
575,2024-03-05,67,Man in Black,Bvlgari,Eau de Parfum,140,2,331,9,2024-05-18,LVMH Group,France,info@lvmn.com
576,2024-03-05,7,L’Homme,Prada,Eau de Toilette,135,16,641,3,2024-05-07,Prada Official,USA,info@prada-official.com
577,2024-03-05,1,Sauvage,Dior,Eau de Toilette,155,11,469,3,2024-03-04,Christian Dior Official,USA,info@dior-official.com
578,2024-03-05,61,Peony & Blush Suede,Jo Malone,Cologne,155,3,163,9,2024-01-15,Estee Lauder Companies,USA,info@esteelauder-companies.com
579,2024-03-05,97,My Way,Giorgio Armani,Eau de Parfum,135,12,52,18,2024-05-04,Giorgio Armani Beauty Official,USA,info@armani-official.com
580,2024-03-05,5,Bal d’Afrique,Byredo,Eau de Parfum,180,5,917,2,2024-03-20,Puig,Spain,info@puig.com
581,2024-03-05,63,Gucci Guilty Pour Homme,Gucci,Eau de Toilette,130,22,282,12,2024-05-12,Gucci Official,Italy,info@gucci-official.com
582,2024-03-05,4,The One for Men,Dolce & Gabbana,Eau de Parfum,130,27,546,6,2024-01-11,Shiseido Group,Japan,info@shiseido-group.com
583,2024-03-05,12,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,977,1,2024-02-17,Coty Inc.,USA,info@coty.com
584,2024-03-05,98,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,92,15,2024-03-12,Coty Inc.,USA,info@coty.com
585,2024-03-05,69,Chloe Eau de Parfum,Chloe,Eau de Parfum,150,28,68,20,2024-03-14,Coty Inc.,USA,info@coty.com
586,2024-03-05,2,Neroli Portofino,Tom Ford,Eau de Parfum,250,6,579,5,2024-03-28,Tom Ford Beauty Official,USA,info@tomford-official.com
587,2024-03-05,37,Eau Rose,Diptyque,Eau de Parfum,130,4,180,14,2024-04-22,Manzanita Capital,UK,info@manzanitacapital.com
588,2024-03-05,75,Neroli Portofino,Tom Ford,Eau de Parfum,250,6,399,8,2024-03-13,Tom Ford Beauty Official,USA,info@tomford-official.com
589,2024-03-06,56,Replica – By the Fireplace,Maison Margiela,Eau de Toilette,160,7,808,2,2024-04-23,L’Oreal Luxe,France,info@lorealluxe.com
590,2024-03-06,14,Philosykos,Diptyque,Eau de Parfum,130,4,128,10,2024-04-02,Manzanita Capital,UK,info@manzanitacapital.com
591,2024-03-06,4,The One for Men,Dolce & Gabbana,Eau de Parfum,130,27,546,6,2024-01-11,Shiseido Group,Japan,info@shiseido-group.com
592,2024-03-06,27,J’adore,Dior,Eau de Parfum,150,11,262,9,2024-04-06,Christian Dior Official,USA,info@dior-official.com
593,2024-03-06,93,L’Interdit,Givenchy,Eau de Parfum,138,23,840,2,2024-01-22,Givenchy Official,France,info@givenchy-official.com
594,2024-03-06,76,L’Interdit,Givenchy,Eau de Parfum,138,23,84,19,2024-04-02,Givenchy Official,France,info@givenchy-official.com
595,2024-03-06,68,Bright Crystal,Versace,Eau de Toilette,110,14,56,18,2024-02-18,Versace Official,USA,info@versace-official.com
596,2024-03-06,49,Bentley for Men Intense,Bentley,Eau de Parfum,130,32,157,10,2024-03-13,Lalique Group SA,Switzerland,info@lalique-group.com
597,2024-03-06,10,La Nuit de L’Homme,Yves Saint Laurent,Eau de Toilette,140,13,40,17,2024-03-02,YSL Beauty Official,USA,info@ysl-official.com
598,2024-03-07,97,My Way,Giorgio Armani,Eau de Parfum,135,12,52,18,2024-05-04,Giorgio Armani Beauty Official,USA,info@armani-official.com
599,2024-03-07,63,Gucci Guilty Pour Homme,Gucci,Eau de Toilette,130,22,282,12,2024-05-12,Gucci Official,Italy,info@gucci-official.com
600,2024-03-07,29,Mon Guerlain,Guerlain,Eau de Parfum,150,2,787,7,2024-01-09,LVMH Group,France,info@lvmn.com
601,2024-03-07,61,Peony & Blush Suede,Jo Malone,Cologne,155,3,163,9,2024-01-15,Estee Lauder Companies,USA,info@esteelauder-companies.com
602,2024-03-07,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
603,2024-03-07,85,Omnia Crystalline,Bvlgari,Eau de Toilette,110,2,161,12,2024-02-26,LVMH Group,France,info@lvmn.com
604,2024-03-07,37,Eau Rose,Diptyque,Eau de Parfum,130,4,180,14,2024-04-22,Manzanita Capital,UK,info@manzanitacapital.com
605,2024-03-07,28,Allure Homme Sport,Chanel,Eau de Toilette,150,8,911,2,2024-01-06,Chanel Official,USA,info@chanel-official.com
606,2024-03-07,62,Libre,Yves Saint Laurent,Eau de Parfum,140,13,406,5,2024-03-27,YSL Beauty Official,USA,info@ysl-official.com
607,2024-03-07,81,Fahrenheit,Dior,Eau de Toilette,130,11,139,8,2024-02-23,Christian Dior Official,USA,info@dior-official.com
608,2024-03-07,73,La Vie Est Belle,Lancome,Eau de Parfum,135,7,455,5,2024-03-18,L’Oreal Luxe,France,info@lorealluxe.com
609,2024-03-07,21,Idole,Lancome,Eau de Parfum,135,7,283,7,2024-01-10,L’Oreal Luxe,France,info@lorealluxe.com
610,2024-03-07,61,Peony & Blush Suede,Jo Malone,Cologne,155,3,163,9,2024-01-15,Estee Lauder Companies,USA,info@esteelauder-companies.com
611,2024-03-07,97,My Way,Giorgio Armani,Eau de Parfum,135,12,52,18,2024-05-04,Giorgio Armani Beauty Official,USA,info@armani-official.com
612,2024-03-08,37,Eau Rose,Diptyque,Eau de Parfum,130,4,180,14,2024-04-22,Manzanita Capital,UK,info@manzanitacapital.com
613,2024-03-08,86,English Pear & Freesia,Jo Malone,Cologne,140,3,802,2,2024-03-31,Estee Lauder Companies,USA,info@esteelauder-companies.com
614,2024-03-08,77,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,99,17,2024-02-12,Estee Lauder Companies,USA,info@esteelauder-companies.com
615,2024-03-08,48,My Way,Giorgio Armani,Eau de Parfum,135,12,40,18,2024-05-11,Giorgio Armani Beauty Official,USA,info@armani-official.com
616,2024-03-08,79,Gypsy Water,Byredo,Eau de Parfum,180,5,666,4,2024-05-05,Puig,Spain,info@puig.com
617,2024-03-08,10,La Nuit de L’Homme,Yves Saint Laurent,Eau de Toilette,140,13,40,17,2024-03-02,YSL Beauty Official,USA,info@ysl-official.com
618,2024-03-08,3,Allure Homme Sport,Chanel,Eau de Toilette,150,8,473,7,2024-03-31,Chanel Official,USA,info@chanel-official.com
619,2024-03-08,33,Eau Rose,Diptyque,Eau de Parfum,130,4,37,18,2024-01-18,Manzanita Capital,UK,info@manzanitacapital.com
620,2024-03-08,37,Eau Rose,Diptyque,Eau de Parfum,130,4,180,14,2024-04-22,Manzanita Capital,UK,info@manzanitacapital.com
621,2024-03-08,28,Allure Homme Sport,Chanel,Eau de Toilette,150,8,911,2,2024-01-06,Chanel Official,USA,info@chanel-official.com
622,2024-03-08,37,Eau Rose,Diptyque,Eau de Parfum,130,4,180,14,2024-04-22,Manzanita Capital,UK,info@manzanitacapital.com
623,2024-03-08,85,Omnia Crystalline,Bvlgari,Eau de Toilette,110,2,161,12,2024-02-26,LVMH Group,France,info@lvmn.com
624,2024-03-08,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
625,2024-03-08,55,Y,Yves Saint Laurent,Eau de Parfum,150,13,868,2,2024-04-27,YSL Beauty Official,USA,info@ysl-official.com
626,2024-03-08,81,Fahrenheit,Dior,Eau de Toilette,130,11,139,8,2024-02-23,Christian Dior Official,USA,info@dior-official.com
627,2024-03-09,4,The One for Men,Dolce & Gabbana,Eau de Parfum,130,27,546,6,2024-01-11,Shiseido Group,Japan,info@shiseido-group.com
628,2024-03-09,21,Idole,Lancome,Eau de Parfum,135,7,283,7,2024-01-10,L’Oreal Luxe,France,info@lorealluxe.com
629,2024-03-09,80,Polo Blue,Ralph Lauren,Eau de Toilette,120,24,249,12,2024-02-19,Ralph Lauren Official,USA,info@ralphlauren-official.com
630,2024-03-09,79,Gypsy Water,Byredo,Eau de Parfum,180,5,666,4,2024-05-05,Puig,Spain,info@puig.com
631,2024-03-09,80,Polo Blue,Ralph Lauren,Eau de Toilette,120,24,249,12,2024-02-19,Ralph Lauren Official,USA,info@ralphlauren-official.com
632,2024-03-09,33,Eau Rose,Diptyque,Eau de Parfum,130,4,37,18,2024-01-18,Manzanita Capital,UK,info@manzanitacapital.com
633,2024-03-09,95,Bloom,Gucci,Eau de Parfum,139,22,302,14,2024-02-27,Gucci Official,Italy,info@gucci-official.com
634,2024-03-09,20,Daisy,Marc Jacobs,Eau de Toilette,110,28,190,7,2024-01-29,Coty Inc.,USA,info@coty.com
635,2024-03-09,21,Idole,Lancome,Eau de Parfum,135,7,283,7,2024-01-10,L’Oreal Luxe,France,info@lorealluxe.com
636,2024-03-09,67,Man in Black,Bvlgari,Eau de Parfum,140,2,331,9,2024-05-18,LVMH Group,France,info@lvmn.com
637,2024-03-09,57,Fahrenheit,Dior,Eau de Toilette,130,11,767,6,2024-03-23,Christian Dior Official,USA,info@dior-official.com
638,2024-03-09,78,Replica Jazz Club,Maison Margiela,Eau de Toilette,135,7,892,1,2024-01-18,L’Oreal Luxe,France,info@lorealluxe.com
639,2024-03-09,30,Icon,Dunhill,Eau de Parfum,120,31,590,6,2024-02-25,Inter Parfums UK Ltd.,UK,info@interparfums-uk.com
640,2024-03-09,31,Artisan,John Varvatos,Eau de Toilette,120,30,273,8,2024-03-05,Revlon Inc.,USA,info@revlon.com
641,2024-03-09,49,Bentley for Men Intense,Bentley,Eau de Parfum,130,32,157,10,2024-03-13,Lalique Group SA,Switzerland,info@lalique-group.com
642,2024-03-09,49,Bentley for Men Intense,Bentley,Eau de Parfum,130,32,157,10,2024-03-13,Lalique Group SA,Switzerland,info@lalique-group.com
643,2024-03-10,84,Eros,Versace,Eau de Toilette,130,14,278,7,2024-03-13,Versace Official,USA,info@versace-official.com
644,2024-03-10,52,Jimmy Choo Eau de Parfum,Jimmy Choo,Eau de Parfum,130,29,406,6,2024-03-13,Inter Parfums Inc.,USA,info@interparfums.com
645,2024-03-10,48,My Way,Giorgio Armani,Eau de Parfum,135,12,40,18,2024-05-11,Giorgio Armani Beauty Official,USA,info@armani-official.com
646,2024-03-10,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
647,2024-03-10,62,Libre,Yves Saint Laurent,Eau de Parfum,140,13,406,5,2024-03-27,YSL Beauty Official,USA,info@ysl-official.com
648,2024-03-11,64,Her,Burberry,Eau de Parfum,135,19,130,9,2024-01-22,Burberry Official,UK,info@burberry-official.com
649,2024-03-11,54,The One,Dolce & Gabbana,Eau de Parfum,130,27,268,8,2024-02-19,Shiseido Group,Japan,info@shiseido-group.com
650,2024-03-11,19,Sauvage,Dior,Eau de Toilette,155,11,888,2,2024-04-05,Christian Dior Official,USA,info@dior-official.com
651,2024-03-11,71,Beautiful,Estee Lauder,Eau de Parfum,120,3,584,7,2024-01-01,Estee Lauder Companies,USA,info@esteelauder-companies.com
652,2024-03-11,99,Gucci Guilty Pour Homme,Gucci,Eau de Toilette,130,22,155,7,2024-03-13,Gucci Official,Italy,info@gucci-official.com
653,2024-03-11,23,Peony & Blush Suede,Jo Malone,Cologne,155,3,84,16,2024-04-25,Estee Lauder Companies,USA,info@esteelauder-companies.com
654,2024-03-11,96,Nomade,Chloe,Eau de Parfum,150,28,945,1,2024-02-26,Coty Inc.,USA,info@coty.com
655,2024-03-11,98,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,92,15,2024-03-12,Coty Inc.,USA,info@coty.com
656,2024-03-11,77,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,99,17,2024-02-12,Estee Lauder Companies,USA,info@esteelauder-companies.com
657,2024-03-11,76,L’Interdit,Givenchy,Eau de Parfum,138,23,84,19,2024-04-02,Givenchy Official,France,info@givenchy-official.com
658,2024-03-11,92,Terre d’Hermes,Hermes,Eau de Toilette,150,9,160,9,2024-03-20,Hermes International,France,info@hermes-international.com
659,2024-03-11,69,Chloe Eau de Parfum,Chloe,Eau de Parfum,150,28,68,20,2024-03-14,Coty Inc.,USA,info@coty.com
660,2024-03-11,66,A*Men,Mugler,Eau de Toilette,120,7,410,3,2024-02-19,L’Oreal Luxe,France,info@lorealluxe.com
661,2024-03-11,20,Daisy,Marc Jacobs,Eau de Toilette,110,28,190,7,2024-01-29,Coty Inc.,USA,info@coty.com
662,2024-03-11,86,English Pear & Freesia,Jo Malone,Cologne,140,3,802,2,2024-03-31,Estee Lauder Companies,USA,info@esteelauder-companies.com
663,2024-03-12,39,Philosykos,Diptyque,Eau de Parfum,130,4,13,15,2024-02-19,Manzanita Capital,UK,info@manzanitacapital.com
664,2024-03-12,32,Le Male,Jean Paul Gaultier,Eau de Toilette,120,18,130,13,2024-04-03,Jean Paul Gaultier Official,France,info@jeanpaulgaultier-official.com
665,2024-03-12,48,My Way,Giorgio Armani,Eau de Parfum,135,12,40,18,2024-05-11,Giorgio Armani Beauty Official,USA,info@armani-official.com
666,2024-03-12,42,Y,Yves Saint Laurent,Eau de Parfum,150,13,874,2,2024-05-29,YSL Beauty Official,USA,info@ysl-official.com
667,2024-03-12,59,Orange Sanguine,Atelier Cologne,Eau de Cologne,140,7,256,14,2024-05-31,L’Oreal Luxe,France,info@lorealluxe.com
668,2024-03-12,38,Elie Saab Le Parfum,Elie Saab,Eau de Parfum,120,35,425,7,2024-03-07,Beaute Prestige International,Japan,info@beauteprestige-international.com
669,2024-03-12,51,Y,Yves Saint Laurent,Eau de Parfum,150,13,79,17,2024-05-31,YSL Beauty Official,USA,info@ysl-official.com
670,2024-03-12,84,Eros,Versace,Eau de Toilette,130,14,278,7,2024-03-13,Versace Official,USA,info@versace-official.com
671,2024-03-12,10,La Nuit de L’Homme,Yves Saint Laurent,Eau de Toilette,140,13,40,17,2024-03-02,YSL Beauty Official,USA,info@ysl-official.com
672,2024-03-12,1,Sauvage,Dior,Eau de Toilette,155,11,469,3,2024-03-04,Christian Dior Official,USA,info@dior-official.com
673,2024-03-13,45,Hero,Burberry,Eau de Parfum,150,19,467,6,2024-03-19,Burberry Official,UK,info@burberry-official.com
674,2024-03-13,21,Idole,Lancome,Eau de Parfum,135,7,283,7,2024-01-10,L’Oreal Luxe,France,info@lorealluxe.com
675,2024-03-13,8,1 Million,Paco Rabanne,Eau de Toilette,120,15,242,10,2024-01-14,Paco Rabanne Official,USA,info@pacorabanne-official.com
676,2024-03-13,63,Gucci Guilty Pour Homme,Gucci,Eau de Toilette,130,22,282,12,2024-05-12,Gucci Official,Italy,info@gucci-official.com
677,2024-03-13,82,Spicebomb,Viktor & Rolf,Eau de Toilette,135,17,301,11,2024-01-03,Viktor & Rolf Official,Netherlands,info@viktorrolf-official.com
678,2024-03-13,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
679,2024-03-13,77,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,99,17,2024-02-12,Estee Lauder Companies,USA,info@esteelauder-companies.com
680,2024-03-13,76,L’Interdit,Givenchy,Eau de Parfum,138,23,84,19,2024-04-02,Givenchy Official,France,info@givenchy-official.com
681,2024-03-13,51,Y,Yves Saint Laurent,Eau de Parfum,150,13,79,17,2024-05-31,YSL Beauty Official,USA,info@ysl-official.com
682,2024-03-13,4,The One for Men,Dolce & Gabbana,Eau de Parfum,130,27,546,6,2024-01-11,Shiseido Group,Japan,info@shiseido-group.com
683,2024-03-13,86,English Pear & Freesia,Jo Malone,Cologne,140,3,802,2,2024-03-31,Estee Lauder Companies,USA,info@esteelauder-companies.com
684,2024-03-13,81,Fahrenheit,Dior,Eau de Toilette,130,11,139,8,2024-02-23,Christian Dior Official,USA,info@dior-official.com
685,2024-03-13,3,Allure Homme Sport,Chanel,Eau de Toilette,150,8,473,7,2024-03-31,Chanel Official,USA,info@chanel-official.com
686,2024-03-13,11,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,736,3,2024-02-15,Estee Lauder Companies,USA,info@esteelauder-companies.com
687,2024-03-13,51,Y,Yves Saint Laurent,Eau de Parfum,150,13,79,17,2024-05-31,YSL Beauty Official,USA,info@ysl-official.com
688,2024-03-13,23,Peony & Blush Suede,Jo Malone,Cologne,155,3,84,16,2024-04-25,Estee Lauder Companies,USA,info@esteelauder-companies.com
689,2024-03-13,38,Elie Saab Le Parfum,Elie Saab,Eau de Parfum,120,35,425,7,2024-03-07,Beaute Prestige International,Japan,info@beauteprestige-international.com
690,2024-03-14,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
691,2024-03-14,32,Le Male,Jean Paul Gaultier,Eau de Toilette,120,18,130,13,2024-04-03,Jean Paul Gaultier Official,France,info@jeanpaulgaultier-official.com
692,2024-03-14,34,Terre d’Hermes,Hermes,Eau de Toilette,150,9,929,2,2024-03-18,Hermes International,France,info@hermes-international.com
693,2024-03-14,58,Oud Wood,Tom Ford,Eau de Parfum,280,6,748,4,2024-03-16,Tom Ford Beauty Official,USA,info@tomford-official.com
694,2024-03-14,61,Peony & Blush Suede,Jo Malone,Cologne,155,3,163,9,2024-01-15,Estee Lauder Companies,USA,info@esteelauder-companies.com
695,2024-03-14,20,Daisy,Marc Jacobs,Eau de Toilette,110,28,190,7,2024-01-29,Coty Inc.,USA,info@coty.com
696,2024-03-14,20,Daisy,Marc Jacobs,Eau de Toilette,110,28,190,7,2024-01-29,Coty Inc.,USA,info@coty.com
697,2024-03-14,10,La Nuit de L’Homme,Yves Saint Laurent,Eau de Toilette,140,13,40,17,2024-03-02,YSL Beauty Official,USA,info@ysl-official.com
698,2024-03-14,85,Omnia Crystalline,Bvlgari,Eau de Toilette,110,2,161,12,2024-02-26,LVMH Group,France,info@lvmn.com
699,2024-03-14,20,Daisy,Marc Jacobs,Eau de Toilette,110,28,190,7,2024-01-29,Coty Inc.,USA,info@coty.com
700,2024-03-14,41,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,177,11,2024-04-01,Coty Inc.,USA,info@coty.com
701,2024-03-14,4,The One for Men,Dolce & Gabbana,Eau de Parfum,130,27,546,6,2024-01-11,Shiseido Group,Japan,info@shiseido-group.com
702,2024-03-14,61,Peony & Blush Suede,Jo Malone,Cologne,155,3,163,9,2024-01-15,Estee Lauder Companies,USA,info@esteelauder-companies.com
703,2024-03-14,95,Bloom,Gucci,Eau de Parfum,139,22,302,14,2024-02-27,Gucci Official,Italy,info@gucci-official.com
704,2024-03-14,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
705,2024-03-14,51,Y,Yves Saint Laurent,Eau de Parfum,150,13,79,17,2024-05-31,YSL Beauty Official,USA,info@ysl-official.com
706,2024-03-14,21,Idole,Lancome,Eau de Parfum,135,7,283,7,2024-01-10,L’Oreal Luxe,France,info@lorealluxe.com
707,2024-03-14,13,Orange Sanguine,Atelier Cologne,Eau de Cologne,140,7,61,17,2024-04-10,L’Oreal Luxe,France,info@lorealluxe.com
708,2024-03-14,39,Philosykos,Diptyque,Eau de Parfum,130,4,13,15,2024-02-19,Manzanita Capital,UK,info@manzanitacapital.com
709,2024-03-14,56,Replica – By the Fireplace,Maison Margiela,Eau de Toilette,160,7,808,2,2024-04-23,L’Oreal Luxe,France,info@lorealluxe.com
710,2024-03-15,24,Fierce,Abercrombie & Fitch,Eau de Parfum,120,29,125,11,2024-03-24,Inter Parfums Inc.,USA,info@interparfums.com
711,2024-03-15,20,Daisy,Marc Jacobs,Eau de Toilette,110,28,190,7,2024-01-29,Coty Inc.,USA,info@coty.com
712,2024-03-15,83,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,744,5,2024-03-03,Estee Lauder Companies,USA,info@esteelauder-companies.com
713,2024-03-15,89,Paradoxe,Prada,Eau de Parfum,150,16,718,4,2024-02-24,Prada Official,USA,info@prada-official.com
714,2024-03-15,85,Omnia Crystalline,Bvlgari,Eau de Toilette,110,2,161,12,2024-02-26,LVMH Group,France,info@lvmn.com
715,2024-03-15,37,Eau Rose,Diptyque,Eau de Parfum,130,4,180,14,2024-04-22,Manzanita Capital,UK,info@manzanitacapital.com
716,2024-03-15,95,Bloom,Gucci,Eau de Parfum,139,22,302,14,2024-02-27,Gucci Official,Italy,info@gucci-official.com
717,2024-03-15,76,L’Interdit,Givenchy,Eau de Parfum,138,23,84,19,2024-04-02,Givenchy Official,France,info@givenchy-official.com
718,2024-03-15,27,J’adore,Dior,Eau de Parfum,150,11,262,9,2024-04-06,Christian Dior Official,USA,info@dior-official.com
719,2024-03-16,12,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,977,1,2024-02-17,Coty Inc.,USA,info@coty.com
720,2024-03-16,66,A*Men,Mugler,Eau de Toilette,120,7,410,3,2024-02-19,L’Oreal Luxe,France,info@lorealluxe.com
721,2024-03-16,5,Bal d’Afrique,Byredo,Eau de Parfum,180,5,917,2,2024-03-20,Puig,Spain,info@puig.com
722,2024-03-16,44,Scandal,Jean Paul Gaultier,Eau de Parfum,130,18,486,4,2024-01-01,Jean Paul Gaultier Official,France,info@jeanpaulgaultier-official.com
723,2024-03-16,99,Gucci Guilty Pour Homme,Gucci,Eau de Toilette,130,22,155,7,2024-03-13,Gucci Official,Italy,info@gucci-official.com
724,2024-03-16,23,Peony & Blush Suede,Jo Malone,Cologne,155,3,84,16,2024-04-25,Estee Lauder Companies,USA,info@esteelauder-companies.com
725,2024-03-16,62,Libre,Yves Saint Laurent,Eau de Parfum,140,13,406,5,2024-03-27,YSL Beauty Official,USA,info@ysl-official.com
726,2024-03-16,99,Gucci Guilty Pour Homme,Gucci,Eau de Toilette,130,22,155,7,2024-03-13,Gucci Official,Italy,info@gucci-official.com
727,2024-03-16,71,Beautiful,Estee Lauder,Eau de Parfum,120,3,584,7,2024-01-01,Estee Lauder Companies,USA,info@esteelauder-companies.com
728,2024-03-16,19,Sauvage,Dior,Eau de Toilette,155,11,888,2,2024-04-05,Christian Dior Official,USA,info@dior-official.com
729,2024-03-16,32,Le Male,Jean Paul Gaultier,Eau de Toilette,120,18,130,13,2024-04-03,Jean Paul Gaultier Official,France,info@jeanpaulgaultier-official.com
730,2024-03-16,71,Beautiful,Estee Lauder,Eau de Parfum,120,3,584,7,2024-01-01,Estee Lauder Companies,USA,info@esteelauder-companies.com
731,2024-03-16,25,Acqua di Gio,Giorgio Armani,Eau de Toilette,130,12,166,12,2024-04-18,Giorgio Armani Beauty Official,USA,info@armani-official.com
732,2024-03-16,23,Peony & Blush Suede,Jo Malone,Cologne,155,3,84,16,2024-04-25,Estee Lauder Companies,USA,info@esteelauder-companies.com
733,2024-03-16,88,Blanc,Lacoste,Eau de Toilette,100,34,116,8,2024-03-23,Inter Parfums SA,France,info@interparfums-fr.com
734,2024-03-16,8,1 Million,Paco Rabanne,Eau de Toilette,120,15,242,10,2024-01-14,Paco Rabanne Official,USA,info@pacorabanne-official.com
735,2024-03-17,69,Chloe Eau de Parfum,Chloe,Eau de Parfum,150,28,68,20,2024-03-14,Coty Inc.,USA,info@coty.com
736,2024-03-17,61,Peony & Blush Suede,Jo Malone,Cologne,155,3,163,9,2024-01-15,Estee Lauder Companies,USA,info@esteelauder-companies.com
